GKWLIMITED,20161104,550,550,520.55,525,242,0
GLAXO,20161104,2800,2878,2731.1,2800.75,26638,0
GLENMARK,20161104,908.45,908.45,851.3,869.15,1386257,0
GLFL,20161104,2.2,2.2,2.2,2.2,3000,0
GLOBALVECT,20161104,90,90.8,84.7,85.55,17613,0
GLOBOFFS,20161104,119.2,119.2,112.65,114.2,21766,0
GLOBUSSPR,20161104,102.9,104.35,90.1,94.6,450356,0
GMBREW,20161104,510,515.8,485.1,496.2,28737,0
GMDCLTD,20161104,110.75,111.45,101.6,103.7,1082475,0
GMRINFRA,20161104,12.9,13,12.2,12.35,11985937,0
GNA,20161104,230.6,232,218.95,221.1,159214,0
GNFC,20161104,220,230.65,207,213.65,5642170,0
GOACARBON,20161104,118.35,119.45,111.25,112.7,65102,0
GOCLCORP,20161104,330,330.3,315,316.25,12302,0
GODFRYPHLP,20161104,1465,1491,1375.55,1389.05,229894,0
GODREJCP,20161104,1550,1559.85,1501,1526.25,211127,0
GODREJIND,20161104,424,428.85,412.95,416.4,787678,0
GODREJPROP,20161104,364.4,365.75,356.9,358,87468,0
GOKEX,20161104,68.9,69,64.5,64.85,310546,0
GOKUL,20161104,18,18,16.05,16.75,40805,0
GOKULAGRO,20161104,21.2,21.35,19.75,20.55,26452,0
GOLDBEES,20161104,2761.05,2776,2756.6,2772,19551,0
GOLDENTOBC,20161104,63.4,63.8,60.15,61.3,384000,0
GOLDIAM,20161104,75,76.05,70.15,71.35,18412,0
GOLDINFRA,20161104,25.95,25.95,23.3,24.65,7113,0
GOLDIWIN,20161104,284,288.95,282.05,286,10243,0
GOLDSHARE,20161104,2735.05,2749.8,2721.2,2744.7,3178,0
GOLDTECH,20161104,7.4,7.5,7.4,7.4,4350,0
GOODLUCK,20161104,111.8,111.8,108.1,108.2,18826,0
GPIL,20161104,72.6,74.3,69.05,70.25,110950,0
GPPL,20161104,170.2,174.95,162.2,167.55,997161,0
GPTINFRA,20161104,271,274.95,249,266.05,6369,0
GRANULES,20161104,115.7,116.55,110.6,111.9,1483504,0
GRAPHITE,20161104,78.5,80,75.5,76.1,39052,0
GRASIM,20161104,909.7,925.95,885.05,900.35,656440,0
GRAVITA,20161104,34.55,35.85,34,34.35,237328,0
GREAVESCOT,20161104,136.9,136.95,130.2,134.7,185328,0
GREENFIRE,20161104,2.8,2.8,2.8,2.8,40794,0
GREENLAM,20161104,721,721,701,707.9,823,0
GREENPLY,20161104,297,297,276.25,289.75,39360,0
GREENPOWER,20161104,9.8,9.9,9.55,9.7,189885,0
GRINDWELL,20161104,327,333,322.55,324.5,12866,0
GRPLTD,20161104,1510,1549.95,1458,1503.9,341,0
GRUH,20161104,320.5,324,315,318,233083,0
GSCLCEMENT,20161104,29.8,29.8,28.05,28.25,48031,0
GSFC,20161104,94.7,95.3,89.1,91.4,2800711,0
GSKCONS,20161104,5901,5948,5825.6,5876,6466,0
GSPL,20161104,153.05,154.4,150.25,151.7,242433,0
GSS,20161104,35.9,35.9,32.4,32.95,8974,0
GTL,20161104,17,17.2,15.8,16.15,536446,0
GTLINFRA,20161104,4.55,4.6,4.4,4.4,3930592,0
GTNIND,20161104,13.55,14,13.5,14,9601,0
GTNTEX,20161104,17,17,15.8,16.05,8172,0
GTOFFSHORE,20161104,26.2,26.35,24.55,24.8,226934,0
GUFICBIO,20161104,53.95,54.55,48.15,48.15,404443,0
GUJALKALI,20161104,394,396.8,375,385.75,304626,0
GUJAPOLLO,20161104,131,132,130.15,130.2,2022,0
GUJFLUORO,20161104,511.1,513.65,490.5,494.55,20804,0
GUJGASLTD,20161104,556.95,557.55,541.55,550.35,37274,0
GUJNRECOKE,20161104,3.8,3.8,3.6,3.65,2477094,0
GUJNREDVR,20161104,3.4,3.4,3.1,3.2,65440,0
GULFOILLUB,20161104,733.35,739.5,715,733.95,36471,0
GULFPETRO,20161104,90.6,93.8,84.75,85.9,189405,0
GULPOLY,20161104,416,416,389.05,392.85,9122,0
GVKPIL,20161104,7.3,7.4,6.5,6.6,7498499,0
HANUNG,20161104,7.35,8.1,7.35,7.45,446577,0
HARITASEAT,20161104,736,754,696,701.8,25477,0
HARRMALAYA,20161104,73,73,68.5,69.6,43521,0
HATHWAY,20161104,30.35,30.6,29.75,30.05,458578,0
HATSUN,20161104,341.9,343.95,339.95,341.3,8657,0
HAVELLS,20161104,394.5,397.4,380.45,386.15,905797,0
HBLPOWER,20161104,42,43.3,39.25,42.5,1137459,0
HBSTOCK,20161104,16,16.2,14.8,15.4,11483,0
HCC,20161104,35.7,36,33.65,34.4,6921440,0
HCG,20161104,250.2,250.75,245.05,248.85,62727,0
HCL-INSYS,20161104,49.45,49.6,46.1,46.7,2619213,0
HCLTECH,20161104,763,799,763,794.75,2841663,0
HDFC,20161104,1408,1408,1377.55,1386.15,1818296,0
HDFCBANK,20161104,1252.8,1252.8,1241.75,1243.7,1433730,0
HDFCMFGETF,20161104,2849.8,2874,2842,2863.1,1959,0
HDFCNIFETF,20161104,857,857.25,853.25,855.5,294,0
HDIL,20161104,76.1,76.1,72.4,73.35,10510055,0
HEG,20161104,168.5,174,165,165.35,9765,0
HEIDELBERG,20161104,138.1,141.45,132.65,137.75,270308,0
HERCULES,20161104,165.45,171.7,160.55,162.5,57100,0
HERITGFOOD,20161104,841,845.85,791,804.8,55573,0
HEROMOTOCO,20161104,3379,3379,3251,3287.9,379887,0
HESTERBIO,20161104,756,762,741.25,744.65,1361,0
HEXATRADEX,20161104,18.6,18.6,17.5,17.65,115015,0
HEXAWARE,20161104,197.5,200.65,195.05,198.25,708941,0
HFCL,20161104,14.55,14.8,14.15,14.35,2121408,0
HGS,20161104,560.05,563.85,521,538.75,12070,0
HIKAL,20161104,224,225.8,213,216.9,60690,0
HIL,20161104,669.9,669.95,650,654.15,4394,0
HILTON,20161104,22,22.5,19.25,19.85,81592,0
HIMATSEIDE,20161104,298,301.85,277.3,280.95,174781,0
HINDALCO,20161104,164,164.95,154.75,158.85,14042173,0
HINDCOMPOS,20161104,1922,1922.1,1799,1822.6,2092,0
HINDCOPPER,20161104,60.2,60.7,57.3,57.95,673981,0
HINDDORROL,20161104,13.7,14,13.5,13.55,88718,0
HINDMOTORS,20161104,8.5,8.8,7.7,8.3,1855558,0
HINDNATGLS,20161104,103,103,103,103,50,0
HINDOILEXP,20161104,63.5,63.8,60.9,62.15,1115286,0
HINDPETRO,20161104,438,442.4,421.65,435.15,2570274,0
HINDSYNTEX,20161104,13.85,13.85,13,13,680,0
HINDUJAFO,20161104,35.7,35.7,34.1,34.75,21415,0
HINDUJAVEN,20161104,542,554.85,525,533.15,6901,0
HINDUNILVR,20161104,849,866.4,842.5,848,2273336,0
HINDZINC,20161104,268,270.7,253.15,255.65,1377902,0
HIRECT,20161104,98.55,102.85,91.65,94.7,43092,0
HITECHGEAR,20161104,357,357.75,320.15,325.1,20008,0
HITECHPLAS,20161104,193,196.8,182.2,188.6,17019,0
HMT,20161104,40.2,40.2,37.55,38.05,11403,0
HMVL,20161104,298.1,301.45,288,292.4,21111,0
HNGSNGBEES,20161104,2115,2139.9,2006,2096.96,157,0
HOCL,20161104,21.8,22.25,19.55,20.2,313797,0
HONAUT,20161104,8880,8880,8642.05,8785.5,403,0
HONDAPOWER,20161104,1570,1594.9,1486.05,1557.85,6665,0
HOTELEELA,20161104,17.85,18,17.3,17.45,216338,0
HOTELRUGBY,20161104,5.75,6.25,5.75,6.2,3095,0
HOVS,20161104,114,117.4,108.05,109.4,31828,0
HPL,20161104,168.25,170.7,162.6,163.55,223553,0
HSCL,20161104,45.1,45.7,41.6,43.45,1079579,0
HSIL,20161104,350.2,352.9,333,342.8,57334,0
HTMEDIA,20161104,82.2,84.05,78.7,79.9,239955,0
HUBTOWN,20161104,104.05,106.8,97,98.8,18907,0
IBREALEST,20161104,79,80,76.65,77.75,7635864,0
IBULHSGFIN,20161104,799.5,804,775.05,788.2,1459210,0
IBVENTURES,20161104,24.5,24.5,23,23.35,440265,0
IBWSL,20161104,25.5,26.35,24,24.3,188242,0
ICICIBANK,20161104,271.9,272.5,265.35,269.8,14874085,0
ICICIPRULI,20161104,304.95,305.95,302.5,303.4,1157870,0
ICIL,20161104,760,781.95,748.75,759.6,258651,0
ICRA,20161104,4325,4380,4111,4153.15,4626,0
ICSA,20161104,3.4,3.4,3,3.05,81512,0
IDBI,20161104,70,70.1,68.3,68.6,2823770,0
IDBIGOLD,20161104,2821.05,2839,2815.1,2837.35,155,0
IDEA,20161104,73.8,74.45,71.6,72.15,6357913,0
IDFC,20161104,64.2,64.55,60.9,62.65,5307452,0
IDFCBANK,20161104,76,76,72.1,72.8,9637146,0
IDFNIFTYET,20161104,84.51,84.51,84.48,84.48,200,0
IFBAGRO,20161104,439.95,442.05,408.95,421.8,12805,0
IFBIND,20161104,492.95,497.9,463.05,479.35,25034,0
IFCI,20161104,24.95,24.95,24.05,24.15,4901580,0
IFGLREFRAC,20161104,149,149,136.35,138.5,16547,0
IGARASHI,20161104,770.65,780,761.15,770,18484,0
IGL,20161104,860.4,866,843.5,855.4,977059,0
IGPL,20161104,290,290,265.3,270.2,350790,0
IIFL,20161104,316.95,319,300,303.8,87247,0
IITL,20161104,97.5,99,92.2,92.2,4383,0
IL&FSENGG,20161104,50,50.45,46.25,46.95,95199,0
IL&FSTRANS,20161104,101,105,94.5,97.25,593111,0
IMFA,20161104,440,444.95,394.15,399.5,125912,0
IMPAL,20161104,835,835,810,817.45,579,0
IMPEXFERRO,20161104,1.9,1.9,1.8,1.8,94725,0
INDBANK,20161104,13.4,13.7,12,12.5,126793,0
INDHOTEL,20161104,109.55,116.4,108.5,112.85,1409379,0
INDIACEM,20161104,151.5,152.95,142.65,147.7,3006291,0
INDIAGLYCO,20161104,134.95,135.7,125.5,126.7,102227,0
INDIANB,20161104,214.05,215,201.55,206,388119,0
INDIANCARD,20161104,240,245,235,236.55,1406,0
INDIANHUME,20161104,812,812,748.1,763.9,22669,0
INDIGO,20161104,933.55,934.95,908.15,919.75,574491,0
INDLMETER,20161104,91,92,89.7,90,17694,0
INDNIPPON,20161104,581.1,592.05,565,571.6,9246,0
INDOCO,20161104,278.15,283.9,275,275.75,9005,0
INDORAMA,20161104,36.95,37.45,34.2,34.5,112900,0
INDOSOLAR,20161104,7.2,7.2,6.6,6.85,673258,0
INDOTECH,20161104,208.95,209,200.6,202.15,5915,0
INDOTHAI,20161104,23.25,23.85,22.9,23.45,269,0
INDOWIND,20161104,4.8,5.15,4.75,4.75,80929,0
INDRAMEDCO,20161104,58.15,58.2,54.85,55.7,302532,0
INDSWFTLAB,20161104,42.65,43.8,40.5,41.15,124625,0
INDSWFTLTD,20161104,7.1,7.1,6.25,6.7,18370,0
INDTERRAIN,20161104,154,157,147.85,151.4,32352,0
INDUSINDBK,20161104,1234,1234,1206.75,1219.2,795944,0
INEOSSTYRO,20161104,628,637.8,607,612.9,4708,0
INFIBEAM,20161104,978,978,943.6,956.55,361341,0
INFINITE,20161104,242,242,238,239.3,24539,0
INFOMEDIA,20161104,5.8,5.8,5,5.25,121992,0
INFRABEES,20161104,285.84,285.84,280,280,10531,0
INFRATEL,20161104,379.95,382.15,359,364.05,1707365,0
INFY,20161104,967,979.2,961,971,3002774,0
INGERRAND,20161104,710,712.7,693.7,699.5,11837,0
INOXLEISUR,20161104,244,248,239.3,243.25,88674,0
INOXWIND,20161104,214.8,217.55,203.15,204.5,240045,0
INSECTICID,20161104,491.1,496,489,491.6,14306,0
INTEGRA,20161104,4.3,4.3,4.3,4.3,50,0
INTELLECT,20161104,169,172,158.05,159.75,1257921,0
INVENTURE,20161104,18.1,18.1,17,17.9,4853,0
IOB,20161104,25.85,25.85,25.2,25.35,631700,0
IOC,20161104,310,311.15,294.2,306,3232656,0
IOLCP,20161104,125,126.25,120,123.25,54974,0
IPAPPM,20161104,300.95,301,289,291.1,43710,0
IPCALAB,20161104,577.15,581.95,557.1,569.4,148583,0
IRB,20161104,223.45,224,216.65,218.6,641132,0
ISFT,20161104,510,530,490.95,498.15,32713,0
ISMTLTD,20161104,10.65,10.65,9.8,9.85,57200,0
ITC,20161104,251.5,256.4,247.05,249.05,35263032,0
ITDCEM,20161104,143,143.2,137,140.1,74841,0
ITI,20161104,32.8,32.8,30.25,30.65,308010,0
IVC,20161104,14.9,15,14.45,14.65,513313,0
IVP,20161104,142,142,132.55,135.25,18006,0
IVRCLINFRA,20161104,4.75,4.8,4.5,4.6,1149169,0
IVZINGOLD,20161104,2760.05,2889,2760.05,2874.75,44,0
IZMO,20161104,52,52.35,50,50.5,21621,0
J&KBANK,20161104,66.45,66.45,64.2,64.55,576941,0
JAGRAN,20161104,185,185,178.2,184.05,110475,0
JAGSNPHARM,20161104,41.3,41.3,36.25,39.05,31733,0
JAIBALAJI,20161104,15.7,16.1,14.95,14.95,35410,0
JAICORPLTD,20161104,70.7,71.25,67.85,68.15,361837,0
JAIHINDPRO,20161104,6.2,6.2,6.2,6.2,400,0
JAMNAAUTO,20161104,221,223.3,208.05,210.55,234439,0
JAYAGROGN,20161104,520,522,497.7,497.7,116000,0
JAYBARMARU,20161104,348,348,313.8,322.2,111272,0
JAYNECOIND,20161104,8.1,8.1,7.65,7.7,48249,0
JAYSREETEA,20161104,104.8,105.4,98.8,99.85,85393,0
JBCHEPHARM,20161104,369.9,377,350,353.05,80960,0
JBFIND,20161104,237.05,237.05,224,226.45,123118,0
JBMA,20161104,289.4,296.8,264,269.5,312866,0
JCHAC,20161104,1470.75,1500,1430,1443.85,6212,0
JENSONICOL,20161104,9,9,8.35,8.55,78495,0
JETAIRWAYS,20161104,458.95,458.95,432.1,435.8,1118139,0
JHS,20161104,39.7,40.65,37.3,38.2,313475,0
JINDALPHOT,20161104,89.95,89.95,83,83.65,12395,0
JINDALPOLY,20161104,411,414,401.95,405.6,62703,0
JINDALSAW,20161104,62.5,62.5,57.15,60,2250312,0
JINDALSTEL,20161104,72.9,73.15,68.4,68.85,9500825,0
JINDCOT,20161104,19.75,20.4,18.6,18.95,142771,0
JINDRILL,20161104,197.35,197.35,180.1,181.55,42967,0
JINDWORLD,20161104,173.45,178,173.45,173.85,557,0
JISLDVREQS,20161104,59.15,59.5,55.05,56.15,366299,0
JISLJALEQS,20161104,101,101.5,96.25,98.65,5773209,0
JKCEMENT,20161104,907,907,850,857.4,17099,0
JKIL,20161104,201,203.7,184.7,189.9,493048,0
JKLAKSHMI,20161104,472.05,476.85,453.55,467.4,48965,0
JKPAPER,20161104,95.2,95.5,87.5,88.7,1089268,0
JKTYRE,20161104,143.05,143.75,135.5,137.15,995938,0
JMA,20161104,193.5,195,193.5,194.6,710,0
JMCPROJECT,20161104,244.45,244.5,235.1,238.75,19951,0
JMFINANCIL,20161104,81,81.95,78.1,78.6,593087,0
JMTAUTOLTD,20161104,26.7,27.4,25.45,26.25,843085,0
JOCIL,20161104,225.2,225.25,215,215.5,3280,0
JPASSOCIAT,20161104,10.55,10.65,9.65,9.95,28556786,0
JPINFRATEC,20161104,8.8,8.9,8.4,8.55,830978,0
JPOLYINVST,20161104,95,99,90.2,92.1,10392,0
JPPOWER,20161104,4.35,4.35,4.15,4.2,2759915,0
JSL,20161104,39.5,39.85,37.15,37.5,357939,0
JSLHISAR,20161104,97.75,98.8,93.5,94.75,307283,0
JSWENERGY,20161104,64.2,64.2,62.05,62.7,2588719,0
JSWHL,20161104,1213,1305,1178.05,1248.9,61456,0
JSWSTEEL,20161104,1594.2,1608.95,1565.1,1591.35,696032,0
JUBILANT,20161104,663.35,663.8,606,622.8,1076962,0
JUBLFOOD,20161104,963.5,980.5,954,959.95,453975,0
JUBLINDS,20161104,259.45,259.5,240.1,244.45,86820,0
JUNIORBEES,20161104,233,234,228.25,230.3,12692,0
JUSTDIAL,20161104,409,410,389.8,393.6,977280,0
JYOTHYLAB,20161104,358.85,358.85,345,349.1,93177,0
JYOTISTRUC,20161104,12.35,12.65,11.8,12,482581,0
KABRAEXTRU,20161104,128.75,131,123.35,124.55,9842,0
KAJARIACER,20161104,617.65,617.8,595,598.5,144688,0
KAKATCEM,20161104,365,367,349.95,351.55,35000,0
KALINDEE,20161104,111.95,111.95,105.1,108.15,172264,0
KALPATPOWR,20161104,251.8,251.9,240,242.9,21159,0
KALYANIFRG,20161104,294.45,294.45,294.45,294.45,125,0
KAMATHOTEL,20161104,35.8,35.8,32.6,33.25,14313,0
KAMDHENU,20161104,94.35,99.45,87.2,90.2,307200,0
KANANIIND,20161104,21.55,21.9,19.85,19.95,71778,0
KANORICHEM,20161104,83.95,84.6,77.75,78.45,208931,0
KANSAINER,20161104,370.65,372.85,367.05,369.9,719547,0
KARMAENG,20161104,34.2,35.25,31.75,31.75,17928,0
KARURVYSYA,20161104,472.9,475,465.3,470,264719,0
KAUSHALYA,20161104,5,5.25,5,5.1,34270,0
KAVVERITEL,20161104,14.95,15.75,13.8,14.15,7046,0
KAYA,20161104,849.9,850,811,819.55,9319,0
KCP,20161104,105.35,106.15,100,100.75,190659,0
KCPSUGIND,20161104,31.75,31.95,29.6,30.05,481883,0
KDDL,20161104,236.8,247.45,230.05,236,6737,0
KEC,20161104,123.15,124.2,120,123.5,163621,0
KECL,20161104,67.9,68.65,63,64.15,322456,0
KEI,20161104,116.8,118.85,114.15,114.75,67995,0
KELLTONTEC,20161104,114,116.25,100,105.85,241022,0
KERNEX,20161104,39.5,40,37.95,38.2,16865,0
KESARENT,20161104,50,50,47.8,48.55,3116,0
KESORAMIND,20161104,169.8,170.4,160,162.5,712278,0
KGL,20161104,1.8,1.8,1.55,1.75,2315848,0
KHAITANELE,20161104,33.7,33.7,32,33.45,5181,0
KHANDSE,20161104,17,17,17,17,43,0
KICL,20161104,1300,1346.95,1292.05,1310.05,4299,0
KILITCH,20161104,45.5,45.6,42.5,43.45,11691,0
KIRIINDUS,20161104,338,341.3,316,322.4,316548,0
KIRLOSBROS,20161104,173,177,161.2,171.8,96054,0
KIRLOSENG,20161104,348.1,348.3,326.55,344.5,33250,0
KIRLOSIND,20161104,860.05,879.6,850,853.65,457,0
KITEX,20161104,436,436,420.15,423.8,73920,0
KKCL,20161104,1872.65,1879.4,1770,1818.85,1405,0
KMSUGAR,20161104,28.4,29.2,26.5,26.5,880888,0
KNRCON,20161104,706.25,719,685.95,706.95,8006,0
KOHINOOR,20161104,55.4,55.4,52,52.6,44685,0
KOKUYOCMLN,20161104,90.2,95.3,88,94.05,337117,0
KOLTEPATIL,20161104,124.6,125,120.3,122.55,38788,0
KOPRAN,20161104,58.2,58.4,54.15,54.6,450321,0
KOTAKBANK,20161104,809.8,812,790.1,799.65,1094318,0
KOTAKBKETF,20161104,194.5,194.85,193,193.16,51279,0
KOTAKGOLD,20161104,279.1,283,277.85,282.2,27957,0
KOTAKNIFTY,20161104,860,862,851.2,854.98,12138,0
KOTAKPSUBK,20161104,310,310,302.1,302.98,3425,0
KOTARISUG,20161104,19.35,19.35,17,17.25,220318,0
KOTHARIPET,20161104,25.4,25.8,24,24.3,24628,0
KOTHARIPRO,20161104,196,198.7,180.5,182.1,26035,0
KPIT,20161104,130.55,134.65,127.85,131.65,920985,0
KPRMILL,20161104,1115.1,1132.95,1091.1,1127.8,7903,0
KRBL,20161104,239.9,241.05,232.65,240,55928,0
KREBSBIO,20161104,96.8,96.8,96.8,96.8,110,0
KRIDHANINF,20161104,62.8,62.8,59.1,60.25,31098,0
KSBPUMPS,20161104,592.1,592.1,579,582.6,7658,0
KSCL,20161104,421,423.8,395.6,399.05,580942,0
KSERASERA,20161104,0.2,0.25,0.15,0.2,429322,0
KSK,20161104,25.65,25.65,24.75,24.8,71593,0
KSL,20161104,319.8,321,300,302.05,241087,0
KTIL,20161104,248,254.8,241.1,249.7,12655,0
KTKBANK,20161104,116.65,117,112.1,113.65,2388891,0
KWALITY,20161104,137.9,138.4,133.2,134,387254,0
L&TFH,20161104,103.65,103.75,98.7,101.1,8076764,0
LAKPRE,20161104,46,49.9,45.05,45.05,2827,0
LAKSHMIEFL,20161104,64.3,66.4,60.6,61.3,1214453,0
LAKSHVILAS,20161104,154.8,154.8,147.35,150,201145,0
LALPATHLAB,20161104,1198.95,1208.9,1142.1,1152.55,148000,0
LAMBODHARA,20161104,91,92,85.1,86.55,27163,0
LAOPALA,20161104,550,550,534,539.3,7936,0
LAXMIMACH,20161104,4285.05,4310,4265.35,4285.7,19402,0
LCCINFOTEC,20161104,0.35,0.35,0.35,0.35,9400,0
LGBBROSLTD,20161104,686,686,625,642.75,20039,0
LGBFORGE,20161104,6.7,6.8,6.5,6.55,103423,0
LIBERTSHOE,20161104,160,162.3,153.35,155.65,33962,0
LICHSGFIN,20161104,550.5,551.65,527.45,532.6,5565371,0
LICNETFGSC,20161104,16.39,16.39,16.39,16.39,86,0
LICNFNHGP,20161104,87.05,87.05,87.05,87.05,28,0
LINCOLN,20161104,225.3,225.35,206.7,212.7,138481,0
LINCPEN,20161104,255.05,261.8,243.9,254.05,6406,0
LINDEINDIA,20161104,367,380.15,365,375,16403,0
LIQUIDBEES,20161104,1000,1000.01,999.99,1000,498633,0
LITL,20161104,4.05,4.1,3.95,4,1537418,0
LLOYDELENG,20161104,314.3,314.4,295.45,298.55,264387,0
LML,20161104,16.3,16.4,15.3,15.3,1091638,0
LOKESHMACH,20161104,81.45,81.45,75.65,76.85,22799,0
LOTUSEYE,20161104,23.7,24.05,22.55,22.75,38794,0
LOVABLE,20161104,286.9,287.3,268.25,270.3,101191,0
LPDC,20161104,3.65,3.8,3.65,3.7,24382,0
LSIL,20161104,1.4,1.65,1.4,1.65,1050516,0
LT,20161104,1426.9,1434.4,1396.9,1419.8,12426004,0
LTI,20161104,633,633,625,625.95,25061,0
LTTS,20161104,789,794.85,761.55,766.4,71958,0
LUMAXIND,20161104,930.2,942,868,904.35,11396,0
LUMAXTECH,20161104,504,509.95,495,498.75,27940,0
LUPIN,20161104,1453.15,1472,1393,1420.9,2119494,0
LUXIND,20161104,799,802.45,754,761.25,31188,0
LYCOS,20161104,8.35,8.5,8.25,8.25,2514396,0
LYKALABS,20161104,66.45,66.45,62.35,63.2,67494,0
LYPSAGEMS,20161104,63,63,60,60.4,51017,0
M&M,20161104,1360,1392,1346.25,1372.35,1599025,0
M&MFIN,20161104,351.4,354.3,338,341.5,1053939,0
M100,20161104,16.3,16.44,16.2,16.28,18034,0
M50,20161104,81.49,82.3,80.3,80.49,2260,0
MAANALU,20161104,76.25,79.9,74.15,78.85,15965,0
MADHAV,20161104,57.05,57.05,54,54.05,12201,0
MADHUCON,20161104,43.4,43.4,41.25,41.7,70501,0
MADRASFERT,20161104,14.3,15.2,14.05,14.2,76275,0
MAGMA,20161104,114,115,96,101.3,2001355,0
MAGNUM,20161104,4.5,4.65,4.25,4.4,11661,0
MAHABANK,20161104,29.5,29.8,28.9,29.1,88131,0
MAHASTEEL,20161104,189.15,204,187.4,187.4,38978,0
MAHINDCIE,20161104,194.7,199.3,191.5,197.8,301389,0
MAHLIFE,20161104,416,418.55,405.2,406.6,13225,0
MAHSCOOTER,20161104,1891.05,1908,1788,1815.4,11855,0
MAHSEAMLES,20161104,254.9,254.9,233.8,242.95,104127,0
MAITHANALL,20161104,276.95,282,261.2,263.75,31323,0
MAJESCO,20161104,430,432,410,417.95,68092,0
MALUPAPER,20161104,34,34.45,33.3,33.3,57233,0
MALWACOTT,20161104,7.85,7.85,7.85,7.85,1000,0
MANAKALUCO,20161104,6.35,7.2,5.6,5.8,8625,0
MANAKCOAT,20161104,8.5,8.75,7.8,8.05,5190,0
MANAKINDST,20161104,14.45,15.2,14.1,14.2,10637,0
MANAKSIA,20161104,59.6,65.9,56.1,59,406462,0
MANAKSTEEL,20161104,8.7,9.25,8.5,8.5,17686,0
MANALIPETC,20161104,43.2,44,39.8,40.45,1068969,0
MANAPPURAM,20161104,101.1,101.55,94.25,98.35,4063535,0
MANDHANA,20161104,23.9,26.95,23,26.9,1258144,0
MANGALAM,20161104,158.9,159,150.05,151.4,70558,0
MANGCHEFER,20161104,51.55,51.75,47.6,48,52628,0
MANGLMCEM,20161104,333,339,320.65,322.4,27410,0
MANGTIMBER,20161104,35.6,35.8,32.3,33,92228,0
MANINDS,20161104,52.1,52.15,49.5,50.85,178724,0
MANINFRA,20161104,49.2,49.55,47.4,48.15,1120965,0
MANPASAND,20161104,705,711.55,690.95,703.6,90240,0
MANUGRAPH,20161104,50.25,51.4,48,49.55,22355,0
MARALOVER,20161104,31.25,31.65,28.8,30.2,67805,0
MARATHON,20161104,259,259,241.5,247.25,1691,0
MARICO,20161104,266.95,271.6,260.5,261.6,2438479,0
MARKSANS,20161104,49.55,49.6,45.85,46.6,2537894,0
MARUTI,20161104,5789,5789,5667.3,5704.85,679821,0
MASTEK,20161104,147,154.3,138.75,146,487598,0
MAWANASUG,20161104,48.35,49.4,45,46.95,126273,0
MAXINDIA,20161104,139.85,139.95,135,136.45,152099,0
MAXVIL,20161104,54.35,54.85,50.9,51.9,394722,0
MAXWELL,20161104,63.05,63.5,59.25,60.15,192864,0
MAYURUNIQ,20161104,416,419.95,412,414.65,8712,0
MAZDA,20161104,343.25,346,336.1,337.9,1460,0
MBECL,20161104,59.65,59.65,56.4,56.8,27424,0
MBLINFRA,20161104,99,100.5,95.5,98.65,571199,0
MCDHOLDING,20161104,48.75,48.8,43.1,44.05,168179,0
MCDOWELL-N,20161104,2121.15,2142,2034.9,2047.3,513545,0
MCLEODRUSS,20161104,160,162.25,157.3,159.55,796880,0
MCX,20161104,1329.9,1354,1280.1,1332.7,542095,0
MEGASOFT,20161104,20.45,20.75,18,19.15,179676,0
MEGH,20161104,44.8,44.9,42.45,42.7,1314574,0
MENONBE,20161104,78.65,78.65,74,75.35,37564,0
MEP,20161104,41.5,42.3,39.5,41.15,242954,0
MERCATOR,20161104,46.2,46.55,43.5,44,1844816,0
MERCK,20161104,811,817,785,792.4,27791,0
METALFORGE,20161104,72.1,74.2,60.55,66.2,184000,0
METKORE,20161104,3.3,3.35,2.75,3,872901,0
MFSL,20161104,540.75,551.55,522.2,542,275404,0
MGL,20161104,752.1,758.9,712.05,719.35,251873,0
MHRIL,20161104,438.9,446,426,434.2,45214,0
MIC,20161104,16.85,16.85,15.65,15.8,720787,0
MICROSEC,20161104,50.1,50.5,48.75,50.15,27760,0
MIDCAPIWIN,20161104,55.58,55.58,54.66,54.66,89,0
MINDACORP,20161104,110.85,110.85,103.5,106.95,137476,0
MINDAIND,20161104,382,389.7,361.95,375.3,124480,0
MINDTECK,20161104,90,91.6,83.1,85.65,23293,0
MINDTREE,20161104,433,433,421,425.15,597659,0
MIRCELECTR,20161104,15.45,15.55,14.5,14.6,435534,0
MIRZAINT,20161104,89.7,90.05,87.1,88.05,288840,0
MMFL,20161104,450,458,430.1,436.3,21380,0
MMTC,20161104,52.2,52.45,48.25,48.7,1665909,0
MOHITIND,20161104,40.9,41.2,36.75,38.15,127653,0
MOIL,20161104,359.4,359.4,330.5,334.55,767768,0
MOLDTECH,20161104,48,48.5,46,46.4,19361,0
MOLDTKPAC,20161104,231.95,231.95,218.1,221.4,40554,0
MONNETISPA,20161104,26.65,26.95,24.45,24.75,242255,0
MONSANTO,20161104,2349,2352.8,2322.2,2333.25,23287,0
MONTECARLO,20161104,463,476.95,457.05,461.45,13949,0
MORARJEE,20161104,65.55,65.55,57.3,59.15,113234,0
MOREPENLAB,20161104,23,23.05,21.25,21.8,1081254,0
MOSERBAER,20161104,8.1,8.1,7.65,7.7,366652,0
MOTHERSUMI,20161104,313.95,313.95,299.7,301.9,2626860,0
MOTILALOFS,20161104,531,535,502.8,511.85,153673,0
MOTOGENFIN,20161104,42.75,42.75,42.75,42.75,1,0
MPHASIS,20161104,512,519.85,478.05,509.4,324007,0
